id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,max_water_capacity,lateral_leakage_coefficient,water_excess_coefficient,error_yield,error_pesticide,error_fertilizer,error_water,fitness
64,5.634146725104134E18,0.68,0.6,0.04,0.014,17.8,0.1,20.6,3.4,83.0,0.006,0.33,0.04966863439361333,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5741847244041602
65,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.33,0.051880555901120284,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5852443319416951
66,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.006,0.33,0.05422411212424095,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.5861110794229771
67,5.634146725104134E18,0.68,0.4,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.049,0.14,0.05420640351194866,0.18579394931936227,0.1972895903024307,0.26226218566509385,0.9163777428466301
68,5.634146725104134E18,0.68,0.4,0.08,0.011,18.9,0.32,20.6,3.4,83.0,0.006,0.33,0.054528071784320564,0.06496049468382525,0.1972895903024307,0.0792095826297423,0.6141000265376011
69,5.634146725104134E18,0.68,0.5,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.04,0.37,0.048268637046020975,0.08676464702251802,0.1972895903024307,0.22258332969986086,0.7479807522549143
70,5.634146725104134E18,0.68,0.6,0.03,0.004,15.0,0.32,21.5,4.8,80.0,0.04,0.51,0.04190203843943908,0.12580524555955372,0.1972895903024307,0.23664990468141217,0.769254932740592
71,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.33,0.05056845151815695,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5786838100268783
72,5.634146725104134E18,0.69,0.4,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.04,0.37,0.04922669112365751,0.18579394931936227,0.1972895903024307,0.22258332969986086,0.8518003249399414
73,5.634146725104134E18,0.69,0.6,0.04,0.014,15.0,0.12,21.5,4.8,80.0,0.04,0.37,0.04926187983327829,0.04934237950392062,0.1972895903024307,0.22258332969986086,0.7155246986726036
